City,Client ID,Client Name,Number of Records,Order ID,Zip Code,Goods Category,Goods Name,Goods Sub-Category,Profit,Region,Row ID,Office City Sales,State
Plano,3163,Lorraine Lamb,1,87102,75023,Office Machines,Micro Innovations Media Access Pro Keyboard,Computer Peripherals,234.03,Central,23954,765.09,Texas
Wylie,1372,Thomas Evans,1,91332,75098,Office Machines,"Micro Innovations Micro 3000 Keyboard, Black",Computer Peripherals,-98.408,Central,24308,259.39,Texas
Huntsville,2366,Emma M Li,1,91293,77340,Office Machines,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Computer Peripherals,478.4667,Central,25577,693.43,Texas
Huntsville,2366,Emma M Li,1,91290,77340,Office Machines,Microsoft Internet Keyboard,Computer Peripherals,-57.09,Central,23319,127.87,Texas
Mcallen,1562,Kristin Snyder,1,88096,78501,Office Machines,Microsoft Internet Keyboard,Computer Peripherals,-94.59,Central,20792,157.11,Texas
Houston,1999,Priscilla Kane,1,43745,77070,Office Machines,Microsoft Natural Multimedia Keyboard,Computer Peripherals,27.51,Central,6169,4630.26,Texas
Midland,1752,Stacey Deal,1,91430,79701,Office Machines,"Sony MFD2HD Formatted Diskettes, 10/Pack",Computer Peripherals,-44.86,Central,22420,24.91,Texas
Dallas,204,Bob Epstein,1,89237,75217,Office Machines,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,916.6788,Central,20501,1328.52,Texas
Friendswood,1644,Sam Woodward,1,87343,77546,Office Machines,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,712.3284,Central,25312,1032.36,Texas
Flower Mound,1233,Gary Hester,1,89376,75028,Office Machines,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,-161.475,Central,19874,97.65,Texas
Spring,685,Norman Burnette,1,89739,77373,Office Machines,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,628.908,Central,19217,1602.19,Texas
Rosenberg,61,Charlotte Stanton,1,87422,77471,Office Machines,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Computer Peripherals,173.66272,Central,22423,333.6,Texas
Pflugerville,3145,Margaret Rogers,1,85852,78660,Office Machines,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Computer Peripherals,739.9077,Central,18010,1072.33,Texas
Allen,826,Ronnie Shaffer,1,89268,75002,Office Machines,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,200.7624,Central,23561,290.96,Texas
Houston,2365,Elisabeth Stephenson,1,91291,77036,Office Machines,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,447.074,Central,22936,703.01,Texas
Rosenberg,61,Charlotte Stanton,1,87422,77471,Office Machines,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,433.22048,Central,22424,670.73,Texas
Sulphur Springs,1298,Herbert Beard,1,90667,75482,Office Machines,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,254.9136,Central,19937,369.44,Texas
Menomonee Falls,2588,Diane Flynn,1,91170,53051,Office Machines,Adesso Programmable 142-Key Keyboard,Computer Peripherals,32.250000000,Central,25349,1998.1,Wisconsin
Sun Prairie,3192,Melanie Ray,1,86452,53590,Office Machines,Gyration Ultra Cordless Optical Suite,Computer Peripherals,236.61,Central,23950,385.3,Wisconsin
Green Bay,2333,Megan Woods,1,89612,54302,Office Machines,"IBM 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,3.3516,Central,21897,43.58,Wisconsin
Menomonee Falls,2588,Diane Flynn,1,91171,53051,Office Machines,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Computer Peripherals,258.25,Central,24551,375.84,Wisconsin
Waukesha,3230,Monica Stuart,1,87435,53186,Office Machines,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Computer Peripherals,-135.46,Central,18941,152.18,Wisconsin
Fitchburg,2282,Jimmy Waters,1,85952,53713,Office Machines,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Computer Peripherals,-22.1572,Central,21665,57.63,Wisconsin
Muskego,2681,Marc Bowles,1,89386,53150,Office Machines,Keytronic French Keyboard,Computer Peripherals,-44.35,Central,18959,533.81,Wisconsin
Muskego,2568,Betty Schroeder,1,90876,53150,Office Machines,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Computer Peripherals,246.5991,Central,23974,357.39,Wisconsin
Oshkosh,2977,Juan Gilbert,1,89052,54901,Office Machines,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,-17.68032,Central,24499,57.42,Wisconsin
Superior,3229,Sharon Kessler,1,87438,54880,Office Machines,"Memorex 80 Minute CD-R, 30/Pack",Computer Peripherals,415.8906,Central,18396,602.74,Wisconsin
New Berlin,2973,Sally Liu,1,87186,53151,Office Machines,Microsoft Multimedia Keyboard,Computer Peripherals,17.1028,Central,21096,523.06,Wisconsin
Fitchburg,2282,Jimmy Waters,1,85954,53713,Office Machines,Microsoft Natural Multimedia Keyboard,Computer Peripherals,-6.255,Central,22922,572.41,Wisconsin
La Crosse,2554,Harvey Sanchez,1,86532,54601,Office Machines,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,7.2,Central,19607,989.26,Wisconsin
Chicago,2107,Leigh Burnette Hurley,1,38693,60601,Office Machines,Canon PC1060 Personal Laser Copier,Copiers and Fax,196.08,Central,5450,3704.35,Illinois
Oswego,483,Edgar McKenzie,1,90354,60543,Office Machines,Canon PC1060 Personal Laser Copier,Copiers and Fax,2583.56148,Central,22865,5976.09,Illinois
Wheeling,566,Stephanie Pruitt,1,87106,60090,Office Machines,Canon PC940 Copier,Copiers and Fax,-273.805,Central,18250,5773.55,Illinois
Plainfield,642,Jan Cross,1,91341,60544,Office Machines,Sharp AL-1530CS Digital Copier,Copiers and Fax,3427.851,Central,22305,4967.9,Illinois
Wilmette,592,Eva Silverman,1,86312,60091,Office Machines,Sharp AL-1530CS Digital Copier,Copiers and Fax,1260.51,Central,19770,5376.69,Illinois
Richmond,1548,John Bray,1,88487,47374,Office Machines,Canon Image Class D660 Copier,Copiers and Fax,-367.165,Central,23147,11015.82,Indiana
Gary,1212,Eileen Fletcher,1,88600,46404,Office Machines,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,-3061.82,Central,22529,3672.89,Indiana
Mishawaka,1510,Gayle Lawson,1,90305,46544,Office Machines,Canon PC-428 Personal Copier,Copiers and Fax,340.88,Central,22250,1616.29,Indiana
Vincennes,1281,Pauline Denton,1,89112,47591,Office Machines,Canon PC-428 Personal Copier,Copiers and Fax,727.7361,Central,22126,1054.69,Indiana
Mishawaka,1510,Gayle Lawson,1,90308,46544,Office Machines,Canon PC1060 Personal Laser Copier,Copiers and Fax,-634.9932,Central,19573,3567.15,Indiana
Fort Wayne,1211,Debra Proctor,1,88602,46806,Office Machines,Sharp 1540cs Digital Laser Copier,Copiers and Fax,-873.7784,Central,21420,2309.96,Indiana
Hammond,1279,Josephine Rao,1,90118,46324,Office Machines,Sharp AL-1530CS Digital Copier,Copiers and Fax,-234.79,Central,22748,4691.9,Indiana
New Albany,1545,Willie Boone,1,88489,47150,Office Machines,Sharp AL-1530CS Digital Copier,Copiers and Fax,-1011.32,Central,20770,1017.58,Indiana
Urbandale,2915,Vivian Hunt,1,86139,50322,Office Machines,Sharp AL-1530CS Digital Copier,Copiers and Fax,75.858000000,Central,18835,16243.17,Iowa
Dodge City,2988,Johnny Cline,1,91181,67801,Office Machines,Canon Image Class D660 Copier,Copiers and Fax,-508.552,Central,21781,10301.83,Kansas
Hays,2861,Dwight Robinson,1,88294,67601,Office Machines,Canon PC1060 Personal Laser Copier,Copiers and Fax,2059.19024,Central,25298,18712.97,Kansas
Adrian,3261,Steven Long,1,90297,49221,Office Machines,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,-485.9808,Central,23910,6915.98,Michigan
Jackson,2675,Danny Cain,1,91375,49201,Office Machines,Canon PC-428 Personal Copier,Copiers and Fax,4582.7385,Central,21827,6641.65,Michigan
Sterling Heights,2012,Gretchen Davis,1,86875,48310,Office Machines,Canon PC-428 Personal Copier,Copiers and Fax,1111.67024,Central,20902,1749.16,Michigan
Inver Grove Heights,2564,Carla Wilson,1,91449,55076,Office Machines,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,262.30396,Central,24852,14380.76,Minnesota
Woodbury,1550,Mary Larson,1,87496,55125,Office Machines,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,4309.8366,Central,18315,6246.14,Minnesota
Mehlville,2108,Alfred Barber,1,87868,63129,Office Machines,Canon PC1060 Personal Laser Copier,Copiers and Fax,235.296,Central,23450,740.87,Missouri
Stillwater,2785,George Shields,1,86982,74074,Office Machines,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,7690.6089,Central,24384,11145.81,Oklahoma
Dallas,667,Allison Kirby,1,27265,75203,Office Machines,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Copiers and Fax,-1791.5,Central,3822,19567.99,Texas
Euless,1132,Michael Robbins,1,88102,76039,Office Machines,Canon Imageclass D680 Copier / Fax,Copiers and Fax,325.29,Central,22502,2630,Texas
Corsicana,2572,Shirley Meadows,1,90329,75109,Office Machines,Canon PC1080F Personal Copier,Copiers and Fax,6883.118,Central,21794,11962.24,Texas
Lewisville,1292,Marcus Berg,1,88913,75057,Office Machines,Canon PC940 Copier,Copiers and Fax,-2024.079,Central,18759,442.97,Texas
Odessa,2864,Elsie Siegel,1,90872,79762,Office Machines,Canon PC940 Copier,Copiers and Fax,1200.205,Central,20222,2311.15,Texas
Seguin,550,Edna Monroe Talley,1,90910,78155,Office Machines,Sharp 1540cs Digital Laser Copier,Copiers and Fax,4637.4072,Central,23209,6720.88,Texas
Franklin,2332,Marguerite Norton,1,89616,53132,Office Machines,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Copiers and Fax,6140.2479,Central,19433,8898.91,Wisconsin
Oshkosh,2977,Juan Gilbert,1,89052,54901,Office Machines,Canon PC1060 Personal Laser Copier,Copiers and Fax,6027.7503,Central,24500,8735.87,Wisconsin
West Bend,3361,Oscar Kenney,1,91439,53095,Office Machines,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,3638.3769,Central,24369,5273.01,Wisconsin
Northbrook,3197,Wallace Pugh,1,90851,60062,Office Machines,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Office Machines,176.9436,Central,22821,839.12,Illinois
Carol Stream,1136,Carmen McPherson,1,87945,60188,Office Machines,"AT&T Black Trimline Phone, Model 210",Office Machines,-102.051,Central,26337,379.75,Illinois
Hoffman Estates,2410,Tim T Cobb,1,85821,60194,Office Machines,"AT&T Black Trimline Phone, Model 210",Office Machines,-90.1407,Central,25419,195.76,Illinois
Orland Park,482,Marion Stephenson,1,90357,60462,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Office Machines,1083.3621,Central,19710,1570.09,Illinois
Buffalo Grove,649,Roger Meyer,1,91367,60089,Office Machines,Canon MP100DHII Printing Calculator,Office Machines,1030.5219,Central,24440,1493.51,Illinois
Chicago,1310,Ricky C Sumner,1,88968,60623,Office Machines,Canon MP41DH Printing Calculator,Office Machines,965.7171,Central,21841,1399.59,Illinois
Pekin,573,Vanessa Winstead,1,86559,61554,Office Machines,Canon MP41DH Printing Calculator,Office Machines,65.667600000,Central,22532,609.6,Illinois
Springfield,48,Geoffrey Hewitt,1,87712,62701,Office Machines,Canon P1-DHIII Palm Printing Calculator,Office Machines,-27.600924,Central,20727,21.16,Illinois
Mount Prospect,3125,Guy McDonald,1,87285,60056,Office Machines,Canon S750 Color Inkjet Printer,Office Machines,-233.840688,Central,25352,233.58,Illinois
Springfield,1083,Hazel Dale,1,88466,62701,Office Machines,Epson DFX-8500 Dot Matrix Printer,Office Machines,-5572.3935,Central,25894,2728.65,Illinois
Calumet City,1066,Stacey Bowers,1,88904,60409,Office Machines,Epson DFX5000+ Dot Matrix Printer,Office Machines,1742.3353584,Central,21560,4343.51,Illinois
Carol Stream,1136,Carmen McPherson,1,87940,60188,Office Machines,Epson LQ-570e Dot Matrix Printer,Office Machines,2660.1432,Central,22119,3855.28,Illinois
Chicago,2920,Ernest Peele,1,59365,60603,Office Machines,Epson LQ-870 Dot Matrix Printer,Office Machines,-1220.9145,Central,8310,1068.6,Illinois
Pekin,573,Vanessa Winstead,1,86557,61554,Office Machines,Epson Stylus 1520 Color Inkjet Printer,Office Machines,2715.7503,Central,22777,3935.87,Illinois
Arlington Heights,130,Norman Owens,1,86697,60004,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,-425.899452,Central,25285,171.71,Illinois
Northbrook,3197,Wallace Pugh,1,90850,60062,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Office Machines,1538.7828,Central,21406,2230.12,Illinois
Streamwood,49,Terri Lyons,1,87718,60107,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Office Machines,526.608,Central,21300,763.2,Illinois
Chicago,2403,Kara Gregory,1,41831,60699,Office Machines,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Office Machines,431.95,Central,5902,4801.52,Illinois
Carpentersville,1250,Kara Patton,1,87878,60110,Office Machines,Lexmark Z25 Color Inkjet Printer,Office Machines,121.48,Central,21434,1116.32,Illinois
Chicago,2107,Leigh Burnette Hurley,1,59008,60601,Office Machines,Lexmark Z54se Color Inkjet Printer,Office Machines,1264.75,Central,8250,6284.14,Illinois
Chicago,2107,Leigh Burnette Hurley,1,39015,60601,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,567.59,Central,5501,9666.72,Illinois
Skokie,1082,Joy Park,1,88468,60076,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Office Machines,3588.069,Central,24292,5200.1,Illinois
Rockford,1074,Sherry Brantley,1,86425,61107,Office Machines,Okidata ML395C Color Dot Matrix Printer,Office Machines,-2816.3379,Central,20383,2736.06,Illinois
Rock Island,760,Ben Reid Bland,1,86642,61201,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,-280.2792,Central,24983,151.23,Illinois
Rockford,1074,Sherry Brantley,1,86424,61107,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,721.0804,Central,20115,1524.03,Illinois
Franklin Park,2775,Theodore Rubin,1,91229,60131,Office Machines,Polycom ViaVideo™ Desktop Video Communications Unit,Office Machines,2860.9332,Central,20956,4146.28,Illinois
Mundelein,3132,Anita Kang,1,86801,60060,Office Machines,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Office Machines,4896.3688,Central,19727,11039.74,Illinois
Chicago,2107,Leigh Burnette Hurley,1,41059,60601,Office Machines,Polycom VoiceStation 100,Office Machines,5455.96,Central,5787,22908.3,Illinois
Vernon Hills,540,Ruth Lamm,1,91175,60061,Office Machines,"Soundgear Copyboard Conference Phone, Optional Battery",Office Machines,5924.1123,Central,24783,8585.67,Illinois
Munster,2502,Toni Owens Poe,1,91313,46321,Office Machines,Epson LQ-570e Dot Matrix Printer,Office Machines,-172.4775,Central,24900,556.41,Indiana
Munster,2850,Penny Davenport,1,86455,46321,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,4.980000000,Central,18115,1612.63,Indiana
Marion,1463,Ellen Kirkland,1,86399,46952,Office Machines,Lexmark Z55se Color Inkjet Printer,Office Machines,415.55,Central,22151,1175.27,Indiana
Hammond,1279,Josephine Rao,1,90115,46324,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Office Machines,501.51,Central,25005,2343.34,Indiana
Lafayette,1435,Jerry Creech,1,86835,47905,Office Machines,Sharp EL500L Fraction Calculator,Office Machines,15.3236928,Central,25617,197.28,Indiana
West Lafayette,1778,Ray Oakley,1,89943,47906,Office Machines,Sharp EL500L Fraction Calculator,Office Machines,6.48324,Central,25498,287.99,Indiana
New Castle,2087,Edna Schroeder,1,88353,47362,Office Machines,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Office Machines,-54.5838,Central,24056,160.6,Indiana
New Albany,1545,Willie Boone,1,88498,47150,Office Machines,TI 36X Solar Scientific Calculator,Office Machines,172.9485,Central,20716,250.65,Indiana
Ames,1779,Samantha Hall,1,89945,50010,Office Machines,Canon MP41DH Printing Calculator,Office Machines,16.81,Central,26336,480.12,Iowa
Des Moines,2105,Arthur Glass,1,91188,50315,Office Machines,Lexmark Z54se Color Inkjet Printer,Office Machines,1190.7537,Central,23340,1725.73,Iowa
Urbandale,2915,Vivian Hunt,1,86137,50322,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,Office Machines,935.800000000,Central,21362,1937.64,Iowa
Pittsburg,1020,Julie Porter,1,88632,66762,Office Machines,Panasonic KX-P3626 Dot Matrix Printer,Office Machines,909.36,Central,24926,2354.54,Kansas
Liberal,2046,Eileen Schwartz,1,88224,67901,Office Machines,TI 36X Solar Scientific Calculator,Office Machines,217.3914,Central,24958,315.06,Kansas
Madison Heights,2791,Dawn Larson,1,88762,48071,Office Machines,Canon MP41DH Printing Calculator,Office Machines,828.0759,Central,20629,1200.11,Michigan
Dearborn,1818,Ian Hall,1,85991,48126,Office Machines,Canon P1-DHIII Palm Printing Calculator,Office Machines,-47.243088,Central,24622,56.38,Michigan
Detroit,2756,Ruth McConnell Young,1,45571,48205,Office Machines,Canon P1-DHIII Palm Printing Calculator,Office Machines,-36.7923,Central,6414,1506.54,Michigan
Grand Rapids,2380,Lisa Branch,1,86659,49505,Office Machines,Canon P1-DHIII Palm Printing Calculator,Office Machines,5.49492,Central,19512,161.48,Michigan
Holland,2381,Alice Brady,1,86657,49423,Office Machines,Epson LQ-570e Dot Matrix Printer,Office Machines,2240.223,Central,22680,3246.7,Michigan
Sterling Heights,2012,Gretchen Davis,1,86881,48310,Office Machines,Epson LQ-570e Dot Matrix Printer,Office Machines,424.464,Central,20412,1961.19,Michigan
Sault Sainte Marie,2466,Gilbert Godfrey,1,88138,49783,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,251.58,Central,22143,1549.36,Michigan
Owosso,716,Norma Kendall,1,89347,48841,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Office Machines,5757.8982,Central,23255,8344.78,Michigan
Taylor,2155,Raymond Clark,1,90389,48180,Office Machines,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Office Machines,1450.4904,Central,19650,2102.16,Michigan
Lansing,2715,Becky Farmer,1,88706,48911,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,-286.1952,Central,23608,358.23,Michigan
Warren,2157,Tom Hoyle Honeycutt,1,90385,48093,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Office Machines,2963.48,Central,21835,5880.46,Michigan
Holland,2583,Wendy Pridgen Pearce,1,89657,49423,Office Machines,Okidata ML520 Series Dot Matrix Printers,Office Machines,-251.4039,Central,19123,1527.97,Michigan
Warren,2157,Tom Hoyle Honeycutt,1,90386,48093,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,Office Machines,709.852,Central,21976,4075.18,Michigan
Garden City,2073,Evan Kelley,1,88562,48135,Office Machines,Sharp EL500L Fraction Calculator,Office Machines,28.7,Central,25057,137.86,Michigan
Dearborn,1818,Ian Hall,1,85995,48126,Office Machines,TI 30X Scientific Calculator,Office Machines,18.8404,Central,25218,246.78,Michigan
Port Huron,3001,Anthony Foley,1,87051,48060,Office Machines,TI 36X Solar Scientific Calculator,Office Machines,129.1164,Central,23449,199.29,Michigan
Shakopee,646,Robin High,1,90736,55379,Office Machines,Canon MP41DH Printing Calculator,Office Machines,941.712,Central,20021,1364.8,Minnesota
Prior Lake,950,Jane Shah,1,89084,55372,Office Machines,Epson DFX5000+ Dot Matrix Printer,Office Machines,-2561.3235,Central,19127,1497.22,Minnesota
Red Wing,1953,Penny Rose,1,88347,55066,Office Machines,Epson DFX5000+ Dot Matrix Printer,Office Machines,-1136.3472288,Central,22714,1500.82,Minnesota
Maplewood,2954,William Sharma,1,86428,55119,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,40.76,Central,21112,949.72,Minnesota
Saint Paul,635,Juan Justice,1,89287,55106,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Office Machines,4146.4584,Central,18919,6009.36,Minnesota
Lakeville,2834,Maria Russell,1,91031,55044,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Office Machines,2226.0366,Central,22650,3226.14,Minnesota
Cottage Grove,2371,Cameron Braswell,1,90716,55016,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Office Machines,1201.8489,Central,20009,1741.81,Minnesota
Maple Grove,2897,Betty Giles,1,86926,55369,Office Machines,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Office Machines,565.18,Central,20304,904.25,Minnesota
Plymouth,3180,Brenda Cobb,1,86995,55441,Office Machines,Lexmark Z25 Color Inkjet Printer,Office Machines,-9.4482,Central,25195,1183.89,Minnesota
Roseville,324,Lester Stuart,1,91527,55113,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,9195.975,Central,25809,13327.5,Minnesota
Brooklyn Park,2203,Eddie Walker,1,86052,55445,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,-663.5142,Central,22595,807,Minnesota
Brooklyn Park,2203,Eddie Walker,1,86051,55445,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,751.58,Central,23919,1117.66,Minnesota
Wentzville,1534,Charlie H Jennings,1,91329,63385,Office Machines,Canon P1-DHIII Palm Printing Calculator,Office Machines,-46.7451,Central,26379,37.47,Missouri
Ozark,1492,Don Beard,1,88004,65721,Office Machines,Epson C82 Color Inkjet Printer,Office Machines,509.9583,Central,18460,739.07,Missouri
Ferguson,1445,Victor Hansen,1,86710,63135,Office Machines,Epson DFX5000+ Dot Matrix Printer,Office Machines,-3461.121,Central,21072,1409.86,Missouri
Gladstone,2131,Mary Hewitt,1,90090,64118,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Office Machines,1322.9715,Central,21160,1917.35,Missouri
Jefferson City,2188,Shelley Grant,1,89442,65109,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Office Machines,6301.8528,Central,21571,9133.12,Missouri
Saint Joseph,676,Kerry Small,1,88183,64506,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,-124.0838544,Central,26386,684.81,Missouri
Mehlville,2108,Alfred Barber,1,87875,63129,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,944.46976,Central,23501,2819.46,Missouri
Mehlville,2108,Alfred Barber,1,87874,63129,Office Machines,Polycom VoiceStation 100,Office Machines,4626.3603,Central,23787,6704.87,Missouri
Independence,2133,Harry Cooper,1,90086,64055,Office Machines,Sharp EL500L Fraction Calculator,Office Machines,41.56,Central,24635,305.76,Missouri
Omaha,427,Annie McLaughlin,1,88481,68104,Office Machines,TI 36X Solar Scientific Calculator,Office Machines,183.7125,Central,19865,266.25,Nebraska
Tulsa,2837,Leslie Hawley,1,89801,74133,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Office Machines,439.7853,Central,19191,637.37,Oklahoma
Mustang,792,Holly Pate,1,88756,73064,Office Machines,Epson C82 Color Inkjet Printer,Office Machines,755.7639,Central,24628,1095.31,Oklahoma
Tulsa,2837,Leslie Hawley,1,89801,74133,Office Machines,Lexmark Z25 Color Inkjet Printer,Office Machines,-149.4573,Central,19192,232.16,Oklahoma
Edmond,1747,Lewis House Stokes,1,87252,73034,Office Machines,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,4067.3016,Central,18474,5894.64,Oklahoma
Bartlesville,1628,Christy Watkins,1,86217,74006,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,822.054,Central,25068,1855.99,Oklahoma
Norman,2630,Betsy Puckett,1,85914,73071,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,801.7468,Central,21983,1191.2,Oklahoma
Rapid City,2668,Carlos Hanson,1,87836,57701,Office Machines,Epson Stylus 1520 Color Inkjet Printer,Office Machines,5616.876,Central,20863,8140.4,South Dakota
Watertown,2305,Pat Kinney,1,89870,57201,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,4603.5489,Central,19242,6671.81,South Dakota
Greenville,2030,Lindsay O'Connell,1,91059,75401,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Office Machines,1320.5496,Central,22145,1913.84,Texas
Longview,1293,Martin Underwood,1,88912,75601,Office Machines,Canon MP100DHII Printing Calculator,Office Machines,303.5241,Central,21796,439.89,Texas
Rowlett,63,Gene Diaz,1,87419,75088,Office Machines,Canon MP100DHII Printing Calculator,Office Machines,499.6497,Central,26232,724.13,Texas
Deer Park,245,Julie Pruitt,1,86721,77536,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Office Machines,577.3713,Central,24346,836.77,Texas
Sulphur Springs,1298,Herbert Beard,1,90662,75482,Office Machines,Canon MP41DH Printing Calculator,Office Machines,606.0546,Central,19990,878.34,Texas
Weatherford,1146,Jay Shaffer Desai,1,87770,76086,Office Machines,Canon MP41DH Printing Calculator,Office Machines,408.0384,Central,24789,591.36,Texas
Houston,2274,Marlene Harrison,1,90113,77036,Office Machines,Canon P1-DHIII Palm Printing Calculator,Office Machines,41.46,Central,24191,363.82,Texas
Houston,1999,Priscilla Kane,1,32065,77070,Office Machines,Canon P1-DHIII Palm Printing Calculator,Office Machines,-12.3453,Central,4504,900.56,Texas
Weslaco,1357,Marguerite Yu,1,88185,78596,Office Machines,Epson C62 Color Inkjet Printer,Office Machines,1206.5961,Central,18645,1748.69,Texas
Pflugerville,3145,Margaret Rogers,1,85855,78660,Office Machines,Epson DFX-8500 Dot Matrix Printer,Office Machines,-3476.8593,Central,18434,4739.18,Texas
Houston,1999,Priscilla Kane,1,48643,77070,Office Machines,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Office Machines,2636.01,Central,6833,18998.54,Texas
Texas City,863,Sharon Dickinson,1,90457,77590,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Office Machines,1677.255,Central,25132,2872.12,Texas
Keller,2427,John Merritt,1,90864,76248,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Office Machines,2755.4529,Central,22149,3993.41,Texas
Mineral Wells,514,Meredith Brandon,1,90063,76067,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,-208.111308,Central,21528,1200.62,Texas
Houston,1999,Priscilla Kane,1,12900,77070,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,308.22,Central,1802,5916.75,Texas
San Juan,408,Calvin Parsons Walter,1,89642,78589,Office Machines,Okidata ML591 Wide Format Dot Matrix Printer,Office Machines,-1739.101116,Central,20373,1475.99,Texas
Eagle Pass,1127,Ray Grady,1,87224,78852,Office Machines,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,2939.5518,Central,23610,4260.22,Texas
Burleson,959,Sally House,1,91581,76028,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,837.6807,Central,25795,1214.03,Texas
Houston,1630,Jimmy Han,1,50433,77095,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,432.66,Central,7068,7291.41,Texas
